"business_id","date","description"
70064,"20150519","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 6/7/2016 ]"
70071,"20170928","Moderate risk food holding temperature "
70071,"20160902","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 9/28/2017 ]"
70071,"20160318","Unsanitary employee garments hair or nails  [ date violation corrected: 9/2/2016 ]"
70071,"20160318","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 9/2/2016 ]"
70071,"20150324","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 3/18/2016 ]"
70090,"20180117","Moderate risk food holding temperature "
70090,"20180117","Moderate risk vermin infestation"
70090,"20170105","Improper cooling methods  [ date violation corrected: 1/18/2017 ]"
70123,"20170302","Inadequate sewage or wastewater disposal"
70123,"20170127","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 3/2/2017 ]"
70123,"20160212","Permit license or inspection report not posted  [ date violation corrected: 3/2/2017 ]"
70132,"20180117","Unclean or degraded floors walls or ceilings  [ date violation corrected: 1/19/2018 ]"
70132,"20180117","High risk vermin infestation  [ date violation corrected: 1/19/2018 ]"
70132,"20180117","Contaminated or adulterated food  [ date violation corrected: 1/19/2018 ]"
70132,"20160803","Unclean hands or improper use of gloves  [ date violation corrected: 8/3/2016 ]"
70132,"20160803","Moderate risk vermin infestation  [ date violation corrected: 1/17/2018 ]"
70132,"20150625","No thermometers or uncalibrated thermometers   [ date violation corrected: 8/3/2016 ]"
70132,"20150625","High risk food holding temperature   [ date violation corrected: 8/3/2016 ]"
70132,"20150619","High risk food holding temperature   [ date violation corrected: 6/1/2015 ]"
70132,"20150619","No thermometers or uncalibrated thermometers   [ date violation corrected: 6/1/2015 ]"
70137,"20171206","Improper storage of equipment utensils or linens"
70137,"20171201","Improper storage of equipment utensils or linens  [ date violation corrected: 12/1/2017 ]"
70137,"20171201","High risk food holding temperature   [ date violation corrected: 12/1/2017 ]"
70137,"20171031","High risk food holding temperature   [ date violation corrected: 10/31/2017 ]"
70137,"20171031","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 12/1/2017 ]"
70137,"20160511","Improper food storage  [ date violation corrected: 6/3/2016 ]"
70137,"20160511","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 6/3/2016 ]"
70137,"20160511","Unclean or unsanitary food contact surfaces  [ date violation corrected: 6/3/2016 ]"
70138,"20160311","Improper food storage"
70138,"20160311","Improper food labeling or menu misrepresentation"
70138,"20160311","Moderate risk food holding temperature "
70141,"20170223","Improper storage of equipment utensils or linens"
70142,"20170324","Unclean hands or improper use of gloves  [ date violation corrected: 3/27/2017 ]"
70142,"20170324","Unclean or unsanitary food contact surfaces  [ date violation corrected: 3/27/2017 ]"
70142,"20170324","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 3/27/2017 ]"
70142,"20170324","Improper cooling methods  [ date violation corrected: 3/27/2017 ]"
70142,"20150403","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 3/20/2017 ]"
70142,"20150403","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 3/20/2017 ]"
70142,"20150403","Improper or defective plumbing  [ date violation corrected: 3/20/2017 ]"
70148,"20160913","Unclean or unsanitary food contact surfaces  [ date violation corrected: 9/23/2016 ]"
70148,"20160913","Low risk vermin infestation  [ date violation corrected: 9/23/2016 ]"
70148,"20150727","Low risk vermin infestation  [ date violation corrected: 12/10/2015 ]"
70148,"20150727","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 12/2/2015 ]"
70148,"20150727","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 12/2/2015 ]"
70148,"20150727","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 12/2/2015 ]"
70182,"20171117","Permit license or inspection report not posted"
70182,"20171117","Inadequately cleaned or sanitized food contact surfaces"
70182,"20171117","Unclean or degraded floors walls or ceilings"
70182,"20161216","Inadequate warewashing facilities or equipment  [ date violation corrected: 11/17/2017 ]"
70182,"20161216","Unclean or degraded floors walls or ceilings  [ date violation corrected: 11/17/2017 ]"
70182,"20160624","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 6/24/2016 ]"
70182,"20160624","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 6/24/2016 ]"
70184,"20170821","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 8/30/2017 ]"
70184,"20170821","Improper thawing methods   [ date violation corrected: 8/30/2017 ]"
70184,"20170821","Unclean hands or improper use of gloves  [ date violation corrected: 8/30/2017 ]"
70184,"20170821","Unclean or degraded floors walls or ceilings"
70184,"20170821","High risk food holding temperature   [ date violation corrected: 8/30/2017 ]"
70184,"20170821","Foods not protected from contamination  [ date violation corrected: 8/30/2017 ]"
70184,"20151223","High risk food holding temperature   [ date violation corrected: 2/11/2016 ]"
70184,"20151223","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 2/11/2016 ]"
70184,"20151223","Inadequate ventilation or lighting  [ date violation corrected: 2/11/2016 ]"
70184,"20151223","Foods not protected from contamination  [ date violation corrected: 2/11/2016 ]"
70184,"20151223","Unclean nonfood contact surfaces  [ date violation corrected: 2/11/2016 ]"
70184,"20151223","Moderate risk vermin infestation  [ date violation corrected: 2/11/2016 ]"
70184,"20151223","Improper food storage  [ date violation corrected: 2/11/2016 ]"
70184,"20151223","Unclean hands or improper use of gloves  [ date violation corrected: 2/11/2016 ]"
70184,"20151223","Insufficient hot water or running water  [ date violation corrected: 2/11/2016 ]"
70184,"20150603","Unclean hands or improper use of gloves  [ date violation corrected: 8/28/2015 ]"
70184,"20150603","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 8/28/2015 ]"
70184,"20150603","Moderate risk vermin infestation  [ date violation corrected: 8/28/2015 ]"
70207,"20171215","Inadequate food safety knowledge or lack of certified food safety manager"
70207,"20171215","Moderate risk food holding temperature "
70207,"20160912","Food safety certificate or food handler card not available  [ date violation corrected: 12/15/2017 ]"
70207,"20160912","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 12/15/2017 ]"
70207,"20150908","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 9/12/2016 ]"
70216,"20171020","Wiping cloths not clean or properly stored or inadequate sanitizer"
70216,"20171020","Permit license or inspection report not posted"
70216,"20171020","Food safety certificate or food handler card not available"
70216,"20171020","Unapproved or unmaintained equipment or utensils"
70216,"20171020","Unclean or degraded floors walls or ceilings"
70216,"20171010","Unclean or degraded floors walls or ceilings  [ date violation corrected: 10/20/2017 ]"
70216,"20171010","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 10/20/2017 ]"
70216,"20171010","Improper food storage  [ date violation corrected: 10/20/2017 ]"
70216,"20171010","Unclean unmaintained or improperly constructed toilet facilities  [ date violation corrected: 10/20/2017 ]"
70216,"20171010","Improper thawing methods   [ date violation corrected: 10/20/2017 ]"
70216,"20171010","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 10/20/2017 ]"
70216,"20171010","Permit license or inspection report not posted  [ date violation corrected: 10/20/2017 ]"
70216,"20171010","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 10/20/2017 ]"
70216,"20160810","Permit license or inspection report not posted  [ date violation corrected: 10/10/2017 ]"
70216,"20160810","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 10/10/2017 ]"
70216,"20160810","Unsanitary employee garments hair or nails  [ date violation corrected: 10/10/2017 ]"
70216,"20160810","Moderate risk food holding temperature   [ date violation corrected: 10/10/2017 ]"
70216,"20160219","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 8/10/2016 ]"
70216,"20160219","High risk food holding temperature   [ date violation corrected: 3/11/2016 ]"
70216,"20160219","Inadequate ventilation or lighting  [ date violation corrected: 3/11/2016 ]"
70216,"20160219","Unclean or degraded floors walls or ceilings  [ date violation corrected: 3/11/2016 ]"
70216,"20160219","Other moderate risk violation  [ date violation corrected: 3/11/2016 ]"
70216,"20150325","Moderate risk food holding temperature   [ date violation corrected: 5/15/2015 ]"
70216,"20150325","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 5/15/2015 ]"
70216,"20150325","Improper food storage  [ date violation corrected: 5/15/2015 ]"
70217,"20170424","Improper food storage"
70217,"20170424","Unclean or degraded floors walls or ceilings"
70217,"20160229","Moderate risk vermin infestation  [ date violation corrected: 4/24/2017 ]"
70217,"20160229","Unclean or degraded floors walls or ceilings  [ date violation corrected: 4/24/2017 ]"
70217,"20160229","Unclean nonfood contact surfaces  [ date violation corrected: 4/24/2017 ]"
70220,"20170713","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 1/12/2018 ]"
70220,"20160511","Unclean nonfood contact surfaces  [ date violation corrected: 7/13/2017 ]"
70225,"20171208","Improper cooling methods  [ date violation corrected: 12/8/2017 ]"
70225,"20171208","Unapproved or unmaintained equipment or utensils"
70225,"20160223","Foods not protected from contamination  [ date violation corrected: 12/8/2017 ]"
70225,"20160223","Moderate risk food holding temperature   [ date violation corrected: 12/8/2017 ]"
70225,"20160223","Low risk vermin infestation  [ date violation corrected: 12/8/2017 ]"
70254,"20180105","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 1/5/2018 ]"
70254,"20160909","Unclean nonfood contact surfaces  [ date violation corrected: 1/5/2018 ]"
70254,"20160909","Permit license or inspection report not posted  [ date violation corrected: 1/5/2018 ]"
70254,"20150805","Unclean or degraded floors walls or ceilings  [ date violation corrected: 9/9/2016 ]"
70254,"20150805","Improper or defective plumbing  [ date violation corrected: 9/9/2016 ]"
70258,"20171114","Inadequate food safety knowledge or lack of certified food safety manager"
70258,"20171114","Inadequately cleaned or sanitized food contact surfaces"
70258,"20160826","Improper or defective plumbing  [ date violation corrected: 9/9/2016 ]"
