"Cite as: CAIT Climate Data Explorer. 2015. Washington, DC: World Resources Institute. Available online at: http://cait.wri.org.  Please Note: CAIT data are derived from several sources. Any use of the Land-Use Change and Forestry or Agriculture indicator should be cited as FAO 2014, FAOSTAT Emissions Database. Any use of CO2 emissions from fuel combustion data should be cited as CO2 Emissions from Fuel Combustion, ©OECD/IEA, 2014.",,
Country,Year,Total CO2 Emissions Excluding Land-Use Change and Forestry (MtCO2)
Saudi Arabia,1957,2.0995
Senegal,1957,0.4823
Serbia,1957,13.3519
Seychelles,1957,
Sierra Leone,1957,0.3884
Singapore,1957,1.7331
Slovakia,1957,24.5242
Slovenia,1957,3.648
Solomon Islands,1957,0.011
South Africa,1957,89.6654
Spain,1957,50.2334
Sri Lanka,1957,2.3156
Sudan,1957,1.1542
Suriname,1957,0.3737
Swaziland,1957,0.0037
Sweden,1957,38.8531
Switzerland,1957,17.7008
Syria,1957,1.9822
Tajikistan,1957,2.8399
Tanzania,1957,0.7621
Thailand,1957,2.9202
Togo,1957,0.0476
Tonga,1957,0.0073
Trinidad & Tobago,1957,2.5685
Tunisia,1957,1.5755
Turkey,1957,15.975
Turkmenistan,1957,13.1403
Uganda,1957,0.2785
Ukraine,1957,217.8436
United Arab Emirates,1957,
United Kingdom,1957,570.3969
United States,1957,2785.054
Uruguay,1957,4.4334
Uzbekistan,1957,45.9474
Vanuatu,1957,
Venezuela,1957,26.2672
Vietnam,1957,2.8799
World,1957,8189.04
Yemen,1957,2.9568
Zambia,1957,4.1387
Zimbabwe,1957,6.7261
Afghanistan,1958,0.3298
Albania,1958,1.2018
Algeria,1958,5.2175
Angola,1958,0.5936
Antigua & Barbuda,1958,0.0293
Argentina,1958,44.2025
Armenia,1958,5.0151
Australia,1958,77.6182
Austria,1958,28.0956
Azerbaijan,1958,18.985
"Bahamas, The",1958,0.1795
Bahrain,1958,1.2897
Bangladesh,1958,2.0546
Barbados,1958,0.1539
Belarus,1958,41.2955
Belgium,1958,87.7015
Belize,1958,0.0403
Benin,1958,0.1246
Bhutan,1958,
Bolivia,1958,0.9197
Bosnia & Herzegovina,1958,4.1068
Botswana,1958,
Brazil,1958,38.7578
Brunei,1958,0.3224
Bulgaria,1958,15.6306
Burkina Faso,1958,0.0037
Burundi,1958,0.0126
Cambodia,1958,0.1979
Cameroon,1958,0.2821
Canada,1958,178.0411
Cape Verde,1958,0.0147
Central African Republic,1958,0.0752
Chad,1958,0.0614
Chile,1958,11.6698
China,1958,525.381
Colombia,1958,13.9818
Comoros,1958,
"Congo, Dem. Rep.",1958,2.9312
"Congo, Rep.",1958,0.2052
Cook Islands,1958,
Costa Rica,1958,0.447
Cote d'Ivoire,1958,0.4983
Croatia,1958,4.762
Cuba,1958,18.0012
Cyprus,1958,0.7694
Czech Republic,1958,95.6698
Denmark,1958,26.7912
Djibouti,1958,0.0476
Dominica,1958,0.0073
Dominican Republic,1958,1.0662
Ecuador,1958,1.3227
Egypt,1958,13.6887
El Salvador,1958,0.5972
Equatorial Guinea,1958,0.0476
Eritrea,1958,
Estonia,1958,10.5523
Ethiopia,1958,0.3188
European Union (15),1958,2018.1825
European Union (28),1958,2458.0019
Fiji,1958,0.1759
Finland,1958,10.6109
France,1958,266.2079
Gabon,1958,0.0869
"Gambia, The",1958,0.0256
Georgia,1958,8.6884
Germany,1958,756.4694
Ghana,1958,1.363
Greece,1958,7.4526
Grenada,1958,0.0147
Guatemala,1958,1.1285
Guinea,1958,0.1649
Guinea-Bissau,1958,0.011
Guyana,1958,0.458
Haiti,1958,0.2748
Honduras,1958,0.5862
Hungary,1958,39.2488
Iceland,1958,1.0919
India,1958,103.7278
Indonesia,1958,22.2038
Iran,1958,15.3595
Iraq,1958,6.6685
Ireland,1958,8.9585
Israel,1958,5.54
Italy,1958,87.6465
Jamaica,1958,1.3593
Japan,1958,181.2214
Jordan,1958,0.524
Kazakhstan,1958,94.7821
Kenya,1958,2.0885
Kiribati,1958,
"Korea, Dem. Rep. (North)",1958,15.638
"Korea, Rep. (South)",1958,9.0061
Kuwait,1958,3.6896
Kyrgyzstan,1958,6.04
Laos,1958,0.0733
Latvia,1958,5.9212
Lebanon,1958,1.9822
Lesotho,1958,
Liberia,1958,0.1612
Libya,1958,0.3481
Lithuania,1958,9.9771
Luxembourg,1958,10.087
"Macedonia, FYR",1958,2.3159
Madagascar,1958,0.3737
Malawi,1958,0.3987
Malaysia,1958,3.2426
Maldives,1958,
Mali,1958,
Malta,1958,0.3298
Mauritania,1958,
Mauritius,1958,0.2125
Mexico,1958,46.6391
Moldova,1958,8.6465
Mongolia,1958,1.1322
Montenegro,1958,
Morocco,1958,3.2646
Mozambique,1958,1.8173
Myanmar,1958,2.4109
Namibia,1958,
Nauru,1958,
Nepal,1958,0.0586
Netherlands,1958,66.6958
New Zealand,1958,10.1823
Nicaragua,1958,0.6009
Niger,1958,0.0256
Nigeria,1958,3.7226
Niue,1958,
Norway,1958,11.1899
Oman,1958,
Pakistan,1958,10.0695
Palau,1958,
Panama,1958,0.9233
Papua New Guinea,1958,0.1466
Paraguay,1958,0.2418
Peru,1958,7.3756
Philippines,1958,7.5625
Poland,1958,176.7587
Portugal,1958,7.5588
Qatar,1958,0.1685
Romania,1958,49.8011
Russian Federation,1958,813.7349
Rwanda,1958,0.0167
Saint Kitts & Nevis,1958,
Saint Lucia,1958,0.011
Saint Vincent & Grenadines,1958,0.011
Samoa,1958,0.011
Sao Tome & Principe,1958,0.0073
Saudi Arabia,1958,3.3599
Senegal,1958,0.3554
Serbia,1958,13.1577
Seychelles,1958,
Sierra Leone,1958,0.2052
Singapore,1958,2.2973
Slovakia,1958,26.8031
Slovenia,1958,3.5955
Solomon Islands,1958,0.011
South Africa,1958,96.2643
Spain,1958,55.8943
Sri Lanka,1958,1.9529
Sudan,1958,1.2934
Suriname,1958,0.3188
Swaziland,1958,0.0037
Sweden,1958,42.0774
Switzerland,1958,16.2901
Syria,1958,2.1691
Tajikistan,1958,3.0322
Tanzania,1958,0.8024
Thailand,1958,3.0191
Togo,1958,0.0476
Tonga,1958,0.0073
Trinidad & Tobago,1958,3.4808
Tunisia,1958,1.4509
Turkey,1958,16.0373
Turkmenistan,1958,14.0264
Uganda,1958,0.2931
Ukraine,1958,232.5203
United Arab Emirates,1958,
United Kingdom,1958,555.9351
United States,1958,2706.8276
Uruguay,1958,3.9791
Uzbekistan,1958,49.0802
Vanuatu,1958,
Venezuela,1958,15.9274
Vietnam,1958,5.016
World,1958,8408.88
Yemen,1958,1.8833
Zambia,1958,3.7009
Zimbabwe,1958,5.9984
Afghanistan,1959,0.3847
Albania,1959,1.4436
Algeria,1959,5.6609
Angola,1959,0.6192
Antigua & Barbuda,1959,0.0293
Argentina,1959,48.9584
Armenia,1959,5.2723
Australia,1959,83.7187
Austria,1959,27.9197
Azerbaijan,1959,19.9459
"Bahamas, The",1959,0.2601
Bahrain,1959,1.3117
Bangladesh,1959,1.9972
Barbados,1959,0.1539
Belarus,1959,43.4045
Belgium,1959,88.328
Belize,1959,0.0403
Benin,1959,0.1026
Bhutan,1959,
Bolivia,1959,0.949
Bosnia & Herzegovina,1959,4.7107
Botswana,1959,
Brazil,1959,38.5856
Brunei,1959,0.3298
Bulgaria,1959,19.628
Burkina Faso,1959,0.0073
Burundi,1959,0.0472
Cambodia,1959,0.2125
Cameroon,1959,0.2785
Canada,1959,181.3497
Cape Verde,1959,0.0183
Central African Republic,1959,0.0989
Chad,1959,0.0623
Chile,1959,11.5929
China,1959,721.1595
Colombia,1959,15.594
Comoros,1959,0.011
"Congo, Dem. Rep.",1959,2.7004
"Congo, Rep.",1959,0.1869
Cook Islands,1959,
Costa Rica,1959,0.3847
Cote d'Ivoire,1959,0.5459
Croatia,1959,5.456
Cuba,1959,15.6673
Cyprus,1959,0.8317
Czech Republic,1959,95.7179
Denmark,1959,26.0364
Djibouti,1959,0.0366
Dominica,1959,0.011
Dominican Republic,1959,1.1139
Ecuador,1959,1.2934
Egypt,1959,12.7141
El Salvador,1959,0.6046
Equatorial Guinea,1959,0.0476
Eritrea,1959,
Estonia,1959,11.0921
Ethiopia,1959,0.3371
European Union (15),1959,2014.808
European Union (28),1959,2477.8869
Fiji,1959,0.1979
Finland,1959,13.5605
France,1959,261.9467
Gabon,1959,0.0256
"Gambia, The",1959,0.0183
Georgia,1959,9.1285
Germany,1959,755.9015
Ghana,1959,1.3264
Greece,1959,8.1268
Grenada,1959,0.0147
Guatemala,1959,1.2384
Guinea,1959,0.1576
Guinea-Bissau,1959,0.0147
Guyana,1959,0.5533
Haiti,1959,0.2528
Honduras,1959,0.5862
Hungary,1959,41.9125
Iceland,1959,1.2384
India,1959,109.7331
Indonesia,1959,23.8636
Iran,1959,14.3629
Iraq,1959,7.317
Ireland,1959,12.3147
Israel,1959,5.6059
Italy,1959,94.1428
Jamaica,1959,1.8393
Japan,1959,192.6898
Jordan,1959,0.6559
Kazakhstan,1959,99.6055
Kenya,1959,2.2057
Kiribati,1959,
"Korea, Dem. Rep. (North)",1959,19.8699
"Korea, Rep. (South)",1959,11.2228
Kuwait,1959,3.7996
Kyrgyzstan,1959,6.3586
Laos,1959,0.0769
Latvia,1959,6.2251
Lebanon,1959,2.4512
Lesotho,1959,
Liberia,1959,0.1429
Libya,1959,0.4287
Lithuania,1959,10.5009
Luxembourg,1959,10.4204
"Macedonia, FYR",1959,2.6549
Madagascar,1959,0.3737
Malawi,1959,0.4391
Malaysia,1959,2.6234
Maldives,1959,
Mali,1959,0.0476
Malta,1959,0.3884
Mauritania,1959,0.033
Mauritius,1959,0.2235
Mexico,1959,49.4677
Moldova,1959,9.0835
Mongolia,1959,1.341
Montenegro,1959,
Morocco,1959,3.3709
Mozambique,1959,1.7954
Myanmar,1959,2.7773
Namibia,1959,
Nauru,1959,
Nepal,1959,0.066
Netherlands,1959,67.1245
New Zealand,1959,10.3215
Nicaragua,1959,0.48
Niger,1959,0.022
Nigeria,1959,3.5687
Niue,1959,
Norway,1959,11.8127
Oman,1959,
Pakistan,1959,9.7642
Palau,1959,
Panama,1959,0.9929
Papua New Guinea,1959,0.1612
Paraguay,1959,0.3041
Peru,1959,7.2181
Philippines,1959,7.2291
Poland,1959,189.6816
Portugal,1959,7.9839
Qatar,1959,0.1832
Romania,1959,50.6548
Russian Federation,1959,855.5609
Rwanda,1959,0.0627
Saint Kitts & Nevis,1959,
Saint Lucia,1959,0.011
Saint Vincent & Grenadines,1959,0.011
Samoa,1959,0.0147
Sao Tome & Principe,1959,0.0073
Saudi Arabia,1959,1.854
Senegal,1959,0.3884
Serbia,1959,15.0878
Seychelles,1959,
Sierra Leone,1959,0.2382
Singapore,1959,1.799
Slovakia,1959,26.8685
Slovenia,1959,4.1214
Solomon Islands,1959,0.011
South Africa,1959,94.4836
Spain,1959,52.1021
Sri Lanka,1959,2.0518
Sudan,1959,1.3667
Suriname,1959,0.3664
Swaziland,1959,0.0037
Sweden,1959,42.3998
Switzerland,1959,16.6089
Syria,1959,2.224
Tajikistan,1959,3.1895
Tanzania,1959,0.6852
Thailand,1959,3.3232
Togo,1959,0.055
Tonga,1959,0.0073
Trinidad & Tobago,1959,3.0924
Tunisia,1959,1.5938
Turkey,1959,17.2025
Turkmenistan,1959,14.748
Uganda,1959,0.414
Ukraine,1959,244.462
United Arab Emirates,1959,0.011
United Kingdom,1959,546.5003
United States,1959,2792.873
Uruguay,1959,4.3895
Uzbekistan,1959,51.6578
Vanuatu,1959,
Venezuela,1959,29.4732
Vietnam,1959,6.6062
World,1959,8855.888
Yemen,1959,2.6014
Zambia,1959,4.1206
Zimbabwe,1959,6.7034
Afghanistan,1960,0.4177
Albania,1960,2.0225
Algeria,1960,6.1555
Angola,1960,0.5533
Antigua & Barbuda,1960,0.0366
Argentina,1960,48.7752
Armenia,1960,5.4886
Australia,1960,88.1302
Austria,1960,30.7959
Azerbaijan,1960,20.747
"Bahamas, The",1960,0.4104
Bahrain,1960,0.5752
Bangladesh,1960,2.4053
Barbados,1960,0.1722
Belarus,1960,45.1737
Belgium,1960,90.9222
Belize,1960,0.044
Benin,1960,0.1612
Bhutan,1960,
Bolivia,1960,1.0039
Bosnia & Herzegovina,1960,5.1466
Botswana,1960,
Brazil,1960,46.324
Brunei,1960,0.3334
Bulgaria,1960,22.2735
Burkina Faso,1960,0.044
Burundi,1960,0.0456
Cambodia,1960,0.2345
Cameroon,1960,0.2711
Canada,1960,189.5314
Cape Verde,1960,0.022
Central African Republic,1960,0.0879
Chad,1960,0.055
Chile,1960,11.9446
China,1960,780.0876
Colombia,1960,16.03
Comoros,1960,0.011
"Congo, Dem. Rep.",1960,2.3193
"Congo, Rep.",1960,0.2235
Cook Islands,1960,
Costa Rica,1960,0.491
Cote d'Ivoire,1960,0.4617
Croatia,1960,5.9563
Cuba,1960,13.685
Cyprus,1960,0.8867
Czech Republic,1960,102.0835
Denmark,1960,29.759
Djibouti,1960,0.0403
Dominica,1960,0.011
Dominican Republic,1960,1.0406
Ecuador,1960,1.7624
Egypt,1960,16.041
El Salvador,1960,0.6192
Equatorial Guinea,1960,0.022
Eritrea,1960,
Estonia,1960,11.5456
Ethiopia,1960,0.3517
European Union (15),1960,2156.5351
European Union (28),1960,2648.5478
Fiji,1960,0.1942
Finland,1960,15.092
France,1960,270.9968
Gabon,1960,0.1356
"Gambia, The",1960,0.0183
Georgia,1960,9.4954
Germany,1960,814.0675
Ghana,1960,1.4619
Greece,1960,9.3945
Grenada,1960,0.022
Guatemala,1960,1.3447
Guinea,1960,0.4104
Guinea-Bissau,1960,0.0183
Guyana,1960,0.6595
Haiti,1960,0.2858
Honduras,1960,0.6156
Hungary,1960,45.331
Iceland,1960,1.2164
India,1960,120.4833
Indonesia,1960,21.3904
Iran,1960,24.6844
Iraq,1960,8.2587
Ireland,1960,11.1752
Israel,1960,6.4633
Italy,1960,109.2678
Jamaica,1960,1.4693
Japan,1960,232.5907
Jordan,1960,0.7438
Kazakhstan,1960,103.6416
Kenya,1960,2.4292
Kiribati,1960,
"Korea, Dem. Rep. (North)",1960,23.7977
"Korea, Rep. (South)",1960,12.5382
Kuwait,1960,7.797
Kyrgyzstan,1960,6.6316
Laos,1960,0.0806
Latvia,1960,6.4808
Lebanon,1960,2.5758
Lesotho,1960,
Liberia,1960,0.1649
Libya,1960,0.6925
Lithuania,1960,10.9483
Luxembourg,1960,11.5086
"Macedonia, FYR",1960,2.8994
Madagascar,1960,0.3994
Malawi,1960,0.4193
Malaysia,1960,3.5651
Maldives,1960,
Mali,1960,0.1209
Malta,1960,0.3371
Mauritania,1960,0.0366
Mauritius,1960,0.1795
Mexico,1960,54.3774
Moldova,1960,9.4474
Mongolia,1960,1.2934
Montenegro,1960,
Morocco,1960,3.6384
Mozambique,1960,1.8833
Myanmar,1960,2.715
Namibia,1960,
Nauru,1960,
Nepal,1960,0.0806
Netherlands,1960,73.4449
New Zealand,1960,11.5343
Nicaragua,1960,0.5313
Niger,1960,0.0293
Nigeria,1960,3.4075
Niue,1960,
Norway,1960,13.0915
Oman,1960,
Pakistan,1960,11.7414
Palau,1960,
Panama,1960,0.9966
Papua New Guinea,1960,0.1795
Paraguay,1960,0.3041
Peru,1960,8.1707
Philippines,1960,8.3283
Poland,1960,199.6037
Portugal,1960,8.2184
Qatar,1960,0.1759
Romania,1960,53.4065
Russian Federation,1960,890.7963
Rwanda,1960,0.0606
Saint Kitts & Nevis,1960,
Saint Lucia,1960,0.0147
Saint Vincent & Grenadines,1960,0.011
Samoa,1960,0.0147
Sao Tome & Principe,1960,0.011
Saudi Arabia,1960,2.6747
Senegal,1960,0.8281
Serbia,1960,16.4808
Seychelles,1960,
Sierra Leone,1960,0.7145
Singapore,1960,1.396
Slovakia,1960,28.659
Slovenia,1960,4.5007
Solomon Islands,1960,0.011
South Africa,1960,97.8581
Spain,1960,48.8888
Sri Lanka,1960,2.257
Sudan,1960,1.363
Suriname,1960,0.4324
Swaziland,1960,0.033
Sweden,1960,49.1819
Switzerland,1960,19.5071
Syria,1960,3.2207
Tajikistan,1960,3.3228
Tanzania,1960,0.8244
Thailand,1960,3.7116
Togo,1960,0.066
Tonga,1960,0.011
Trinidad & Tobago,1960,2.5758
Tunisia,1960,1.7221
Turkey,1960,16.8068
Turkmenistan,1960,15.3562
Uganda,1960,0.4214
Ukraine,1960,254.5164
United Arab Emirates,1960,0.011
United Kingdom,1960,583.8218
United States,1960,2858.0153
Uruguay,1960,4.3162
Uzbekistan,1960,53.8601
Vanuatu,1960,
Venezuela,1960,25.2193
Vietnam,1960,7.4856
World,1960,9266.256
Yemen,1960,3.631
Zambia,1960,3.9298
Zimbabwe,1960,6.39
Afghanistan,1961,0.491
Albania,1961,2.2827
Algeria,1961,6.0639
Angola,1961,0.4507
Antigua & Barbuda,1961,0.0476
Argentina,1961,51.1384
Armenia,1961,5.6597
Australia,1961,90.5118
Austria,1961,31.8365
Azerbaijan,1961,21.3807
"Bahamas, The",1961,0.5459
Bahrain,1961,1.7697
Bangladesh,1961,2.4871
Barbados,1961,0.1979
Belarus,1961,46.573
Belgium,1961,92.7175
Belize,1961,0.0366
Benin,1961,0.1282
Bhutan,1961,
Bolivia,1961,1.0406
Bosnia & Herzegovina,1961,5.4046
Botswana,1961,
Brazil,1961,48.6103
Brunei,1961,0.3041
Bulgaria,1961,25.9521
Burkina Faso,1961,0.0916
Burundi,1961,0.0598
Cambodia,1961,0.2858
Cameroon,1961,0.2821
Canada,1961,190.0297
Cape Verde,1961,0.022
Central African Republic,1961,0.0879
Chad,1961,0.0513
Chile,1961,12.2011
China,1961,551.6152
Colombia,1961,17.895
Comoros,1961,0.011
"Congo, Dem. Rep.",1961,2.3596
"Congo, Rep.",1961,0.2675
Cook Islands,1961,
Costa Rica,1961,0.491
Cote d'Ivoire,1961,0.5533
Croatia,1961,6.2267
Cuba,1961,12.1755
Cyprus,1961,0.8647
Czech Republic,1961,110.8072
Denmark,1961,31.7083
Djibouti,1961,0.044
Dominica,1961,0.011
Dominican Republic,1961,1.0332
Ecuador,1961,1.6451
Egypt,1961,17.0706
El Salvador,1961,0.5826
Equatorial Guinea,1961,0.022
Eritrea,1961,
Estonia,1961,11.9042
Ethiopia,1961,0.3408
European Union (15),1961,2221.1498
European Union (28),1961,2742.9273
Fiji,1961,0.1649
Finland,1961,14.9235
France,1961,280.9775
Gabon,1961,0.1649
"Gambia, The",1961,0.022
Georgia,1961,9.7857
Germany,1961,834.9743
Ghana,1961,1.3447
Greece,1961,9.8159
Grenada,1961,0.0183
Guatemala,1961,1.407
Guinea,1961,0.6156
Guinea-Bissau,1961,0.0293
Guyana,1961,0.7365
Haiti,1961,0.2968
Honduras,1961,0.7365
Hungary,1961,48.94
Iceland,1961,1.0919
India,1961,130.2918
Indonesia,1961,26.0034
Iran,1961,22.1196
Iraq,1961,8.713
Ireland,1961,12.355
Israel,1961,7.0642
Italy,1961,124.4478
Jamaica,1961,2.1288
Japan,1961,282.8828
Jordan,1961,0.9783
Kazakhstan,1961,106.834
Kenya,1961,2.4036
Kiribati,1961,0.0073
"Korea, Dem. Rep. (North)",1961,26.4358
"Korea, Rep. (South)",1961,14.4508
Kuwait,1961,9.9734
Kyrgyzstan,1961,6.8476
Laos,1961,0.1136
Latvia,1961,6.6831
Lebanon,1961,2.682
Lesotho,1961,
Liberia,1961,0.1612
Libya,1961,1.1981
Lithuania,1961,11.3023
Luxembourg,1961,11.5819
"Macedonia, FYR",1961,3.0377
Madagascar,1961,0.3591
Malawi,1961,0.3557
Malaysia,1961,3.9974
Maldives,1961,
Mali,1961,0.1172
Malta,1961,0.2931
Mauritania,1961,0.0476
Mauritius,1961,0.1869
Mexico,1961,58.0964
Moldova,1961,9.7353
Mongolia,1961,1.3923
Montenegro,1961,
Morocco,1961,3.7776
Mozambique,1961,2.6308
Myanmar,1961,2.5904
Namibia,1961,
Nauru,1961,
Nepal,1961,0.0806
Netherlands,1961,75.8265
New Zealand,1961,11.7578
Nicaragua,1961,0.5606
Niger,1961,0.055
Nigeria,1961,4.111
Niue,1961,
Norway,1961,13.3406
Oman,1961,
Pakistan,1961,12.1579
Palau,1961,
Panama,1961,1.1029
Papua New Guinea,1961,0.2015
Paraguay,1961,0.3627
Peru,1961,8.636
Philippines,1961,8.713
Poland,1961,207.2652
Portugal,1961,9.0831
Qatar,1961,0.1612
Romania,1961,55.7294
Russian Federation,1961,918.6671
Rwanda,1961,0.0794
Saint Kitts & Nevis,1961,
Saint Lucia,1961,0.0183
Saint Vincent & Grenadines,1961,0.011
Samoa,1961,0.0183
Sao Tome & Principe,1961,0.011
Saudi Arabia,1961,3.5651
Senegal,1961,0.8134
Serbia,1961,17.2868
Seychelles,1961,
Sierra Leone,1961,0.2895
Singapore,1961,2.0921
Slovakia,1961,31.0959
Slovenia,1961,4.7135
Solomon Islands,1961,0.0147
South Africa,1961,102.1303
Spain,1961,53.63
Sri Lanka,1961,2.334
Sudan,1961,1.385
Suriname,1961,0.4287
Swaziland,1961,0.0037
Sweden,1961,48.8155
Switzerland,1961,20.3718
Syria,1961,3.0631
Tajikistan,1961,3.4283
Tanzania,1961,0.7035
Thailand,1961,4.144
Togo,1961,0.0916
Tonga,1961,0.011
Trinidad & Tobago,1961,4.5983
Tunisia,1961,1.766
Turkey,1961,17.349
Turkmenistan,1961,15.8374
Uganda,1961,0.4067
Ukraine,1961,262.4693
United Arab Emirates,1961,0.011
United Kingdom,1961,588.4567
United States,1961,2849.9508
Uruguay,1961,4.1183
Uzbekistan,1961,55.6023
Vanuatu,1961,
Venezuela,1961,22.5226
Vietnam,1961,7.9802
World,1961,9299.232
Yemen,1961,2.6637
Zambia,1961,3.3448
Zimbabwe,1961,5.4449
Afghanistan,1962,0.6888
Albania,1962,2.4622
Algeria,1962,5.6682
Angola,1962,1.1835
Antigua & Barbuda,1962,0.1026
Argentina,1962,53.652
Armenia,1962,5.9396
Australia,1962,94.8353
Austria,1962,33.8737
Azerbaijan,1962,22.4248
"Bahamas, The",1962,0.7255
Bahrain,1962,1.5902
Bangladesh,1962,2.7305
Barbados,1962,0.2638
Belarus,1962,48.8673
Belgium,1962,98.0413
Belize,1962,0.0696
Benin,1962,0.1356
Bhutan,1962,
Bolivia,1962,1.0992
Bosnia & Herzegovina,1962,5.5394
Botswana,1962,
Brazil,1962,53.1353
Brunei,1962,0.3664
Bulgaria,1962,30.7116
Burkina Faso,1962,0.0843
Burundi,1962,0.044
Cambodia,1962,0.3078
Cameroon,1962,0.2895
Canada,1962,202.4067
Cape Verde,1962,0.0183
Central African Republic,1962,0.0733
Chad,1962,0.0843
Chile,1962,13.7144
China,1962,439.9988
Colombia,1962,19.1554
Comoros,1962,0.011
"Congo, Dem. Rep.",1962,2.1728
"Congo, Rep.",1962,0.2382
Cook Islands,1962,
Costa Rica,1962,0.5496
Cote d'Ivoire,1962,0.5862
Croatia,1962,6.4007
Cuba,1962,14.1577
Cyprus,1962,0.905
Czech Republic,1962,118.0818
Denmark,1962,36.9001
Djibouti,1962,0.0476
Dominica,1962,0.011
Dominican Republic,1962,1.2421
Ecuador,1962,1.5645
Egypt,1962,18.5801
El Salvador,1962,0.6485
Equatorial Guinea,1962,0.022
Eritrea,1962,
Estonia,1962,12.4916
Ethiopia,1962,0.3957
European Union (15),1962,2345.2861
European Union (28),1962,2901.7416
Fiji,1962,0.2308
Finland,1962,16.7994
France,1962,298.4621
Gabon,1962,0.0879
"Gambia, The",1962,0.0256
Georgia,1962,10.2639
Germany,1962,883.3098
Ghana,1962,1.4363
Greece,1962,10.1603
Grenada,1962,0.0256
Guatemala,1962,1.3813
Guinea,1962,0.6595
Guinea-Bissau,1962,0.0403
Guyana,1962,0.6778
Haiti,1962,0.3041
Honduras,1962,0.6998
Hungary,1962,50.2041
Iceland,1962,1.1981
India,1962,143.31
Indonesia,1962,22.9769
Iran,1962,21.6579
Iraq,1962,9.0244
Ireland,1962,13.1098
Israel,1962,7.9362
Italy,1962,146.3365
Jamaica,1962,2.1178
Japan,1962,292.9808
Jordan,1962,1.0479
Kazakhstan,1962,112.0786
Kenya,1962,2.6198
Kiribati,1962,0.011
"Korea, Dem. Rep. (North)",1962,30.697
"Korea, Rep. (South)",1962,17.2648
Kuwait,1962,14.2749
Kyrgyzstan,1962,7.1956
Laos,1962,0.1319
Latvia,1962,7.0139
Lebanon,1962,2.8543
Lesotho,1962,
Liberia,1962,0.2528
Libya,1962,1.0442
Lithuania,1962,11.874
Luxembourg,1962,11.5416
"Macedonia, FYR",1962,3.1182
Madagascar,1962,0.3957
Malawi,1962,0.343
Malaysia,1962,4.0707
Maldives,1962,
Mali,1962,0.1392
Malta,1962,0.3298
Mauritania,1962,0.0623
Mauritius,1962,0.2528
Mexico,1962,59.4667
Moldova,1962,10.21
Mongolia,1962,1.9712
Montenegro,1962,
Morocco,1962,3.0741
Mozambique,1962,1.9822
Myanmar,1962,2.8799
Namibia,1962,
Nauru,1962,
Nepal,1962,0.0879
Netherlands,1962,83.29
New Zealand,1962,11.2008
Nicaragua,1962,0.6595
Niger,1962,0.066
Nigeria,1962,4.177
Niue,1962,
Norway,1962,14.0661
Oman,1962,
Pakistan,1962,13.3617
Palau,1962,
Panama,1962,1.1908
Papua New Guinea,1962,0.1979
Paraguay,1962,0.392
Peru,1962,9.9624
Philippines,1962,10.3398
Poland,1962,216.6377
Portugal,1962,9.2956
Qatar,1962,0.1905
Romania,1962,63.8269
Russian Federation,1962,964.2015
Rwanda,1962,0.0843
Saint Kitts & Nevis,1962,
Saint Lucia,1962,0.0183
Saint Vincent & Grenadines,1962,0.011
Samoa,1962,0.0183
Sao Tome & Principe,1962,0.011
Saudi Arabia,1962,6.2508
Senegal,1962,0.8134
Serbia,1962,17.7314
Seychelles,1962,
Sierra Leone,1962,0.3261
Singapore,1962,2.5721
Slovakia,1962,33.1388
Slovenia,1962,4.8396
Solomon Islands,1962,0.0147
South Africa,1962,105.6771
Spain,1962,60.0053
Sri Lanka,1962,2.5611
Sudan,1962,1.4839
Suriname,1962,0.4946
Swaziland,1962,
Sweden,1962,51.285
Switzerland,1962,24.1348
Syria,1962,3.206
Tajikistan,1962,3.5997
Tanzania,1962,0.7658
Thailand,1962,5.0307
Togo,1962,0.0879
Tonga,1962,0.011
Trinidad & Tobago,1962,7.2327
Tunisia,1962,1.7917
Turkey,1962,21.6139
Turkmenistan,1962,16.623
Uganda,1962,0.4287
Ukraine,1962,275.4685
United Arab Emirates,1962,0.0183
United Kingdom,1962,592.8755
United States,1962,2961.842
Uruguay,1962,4.0121
Uzbekistan,1962,58.4156
Vanuatu,1962,0.0403
Venezuela,1962,19.8772
Vietnam,1962,9.3395
World,1962,9683.952
Yemen,1962,3.8838
Zambia,1962,3.229
Zimbabwe,1962,5.2582
Afghanistan,1963,0.7072
Albania,1963,2.0812
Algeria,1963,5.4227
Angola,1963,1.1505
Antigua & Barbuda,1963,0.0843
Argentina,1963,50.0429
Armenia,1963,6.3699
Australia,1963,100.9469
Austria,1963,36.9624
Azerbaijan,1963,24.0509
"Bahamas, The",1963,0.7072
Bahrain,1963,1.1945
