                   <p class=""TipNewsTitle"" align=""center""><font face=""Verdana, Arial, Helvetica, sans-serif"" size=""-1"" color=""#336699""><b><img width=""50"" height=""59"" border=""0"" align=""left"" hspace=""7"" src=""http://www.handango.com/imgs/TheChampion2002/people.gif"" vspace=""15""></b></font><font face=""Verdana, Arial, Helvetica, sans-serif"" size=""-1""><i>Psst...</i> 
                     <br>
                     Handango offers all types of PDA users all types of useful 
                     software... <br>
                     Pass it on! </font></p>
                   <p class=""TipNewsTitle"" align=""center""><font face=""Verdana, Arial, Helvetica, sans-serif"" size=""-1"">Tell 
                     a friend (or 10) about Handango and earn a discount on your 
                     next software purchase.</font></p>
                   <p class=""TipNewsTitle"" align=""center""><font face=""Verdana, Arial, Helvetica, sans-serif"" size=""-1""><b><a href=""http://www.handango.com/promo.jsp?siteId=1"" class=""ReadMore""><font color=""#336699"">Click 
                     here to find out how!</font></a> </b></font></p>
                   </td>
 			  </tr>
 			</table>
 		  </td>
 		</tr>
 		<tr> 
 		  <td><img src=""http://www.handango.com/imgs/TheChampion2002/GrayLineBottom.gif"" width=""220"" height=""16""></td>
 		</tr>
 	  </table>
 	</td>
   </tr>
   <tr> 
 	<td width=""10"" bgcolor=""#6699CC"">&nbsp;</td>
 	<td width=""10""><img src=""http://www.handango.com/imgs/Blank.gif"" width=""10"" height=""8""></td>
   </tr>
   <tr> 
 	<td width=""10"" bgcolor=""#6699CC"">&nbsp;</td>
 	<td width=""10""><img src=""http://www.handango.com/imgs/Blank.gif"" width=""10"" height=""8""></td>
   </tr>
   <tr> 
 	<td width=""10"" bgcolor=""#6699CC"">&nbsp;</td>
 	<td width=""10""><img src=""http://www.handango.com/imgs/Blank.gif"" width=""10"" height=""8""></td>
   </tr>
   <tr> 
 	<td width=""10"" bgcolor=""#6699CC"">&nbsp;</td>
 	<td width=""10""><img src=""http://www.handango.com/imgs/Blank.gif"" width=""10"" height=""8""></td>
   </tr>
   <tr> 
 	<td width=""10"" bgcolor=""#6699CC"">&nbsp;</td>
 	<td width=""10""><img src=""http://www.handango.com/imgs/Blank.gif"" width=""10"" height=""8""></td>
   </tr>
   <tr> 
 	<td width=""10"" bgcolor=""#6699CC"" height=""2"">&nbsp;</td>
 	<td width=""10"" height=""2""><img src=""http://www.handango.com/imgs/Blank.gif"" width=""10"" height=""8""></td>
   </tr>
 </table>
 <table width=""640"" border=""0"" cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF"">
   <tr> 
     <td width=""10"" bgcolor=""#6699CC""><img src=""http://www.handango.com/imgs/Blank.gif"" width=""10"" height=""1""></td>
     <td colspan=""2""><img src=""http://www.handango.com/imgs/TheChampion2002/WhatsNew.gif"" width=""410"" height=""35""><a name=""2""></a></td>
     <td width=""220"" valign=""bottom""><img src=""http://www.handango.com/imgs/TheChampion2002/TipsTitle.gif"" width=""220"" height=""32""><a name=""3""></a></td>
   </tr>
   <tr> 
     <td width=""9"" bgcolor=""#6699CC"" height=""271""><img src=""http://www.handango.com/imgs/Blank.gif"" width=""10"" height=""1""></td>
     <td width=""10"" height=""271""><img src=""http://www.handango.com/imgs/Blank.gif"" width=""10"" height=""1""></td>
     <td class=""Text"" height=""271""> 
       <table width=""160"" border=""1"" cellspacing=""5"" cellpadding=""1"" align=""right"">
         <tr> 
           <td bgcolor=""#336699""><font face=""Verdana, Arial, Helvetica, sans-serif"" size=""-1""><b><a href=""http://www.handango.com/PlatformProductDetail.jsp?platformId=1&amp;productType=2&amp;sectionId=0&amp;productId=43645&amp;catalog=1&amp;siteId=159""><img src=""http://www.handango.com/imgs/TheChampion2002/cutepack.gif"" width=""160"" height=""160"" align=""right"" border=""0"" vspace=""0"" hspace=""0""></a></b></font></td>
         </tr>
         <tr> 
           <td class=""Text"" align=""right"" height=""27""><font face=""Verdana, Arial, Helvetica, sans-serif"" size=""-1""><i><b>CutePack 
             </b></i></font></td>
         </tr>
       </table>
 
 
       <p><font face=""Verdana, Arial, Helvetica, sans-serif"" size=""-1""><b>Travel</b></font></p>
       <ol>
         <font face=""Verdana, Arial, Helvetica, sans-serif"" size=""-1"">
 		<li><font face=""Verdana, Arial, Helvetica, sans-serif"" size=""-1""><a href=""http://www.handango.com/PlatformProductDetail.jsp?platformId=1&amp;productType=2&amp;sectionId=0&amp;productId=41925&amp;catalog=1&amp;siteId=159"" class=""ReadMore""><font color=""#336699"">London 
           Tube Guide</font></a></font></li>
 		<li><font face=""Verdana, Arial, Helvetica, sans-serif"" size=""-1""><a href=""http://www.handango.com/PlatformProductDetail.jsp?platformId=1&amp;productType=2&amp;sectionId=0&amp;productId=43086&amp;catalog=1&amp;siteId=159"" class=""ReadMore""><font color=""#336699"">Conversions Pro</font></a></font></li>
         <li><font face=""Verdana, Arial, Helvetica, sans-serif"" size=""-1""><a href=""http://www.handango.com/PlatformProductDetail.jsp?platformId=1&amp;productType=2&amp;sectionId=0&amp;productId=30226&amp;catalog=1&amp;siteId=159"" class=""ReadMore""><font color=""#336699"">Phrasebooks</font></a></font> 
           <a href=""http://www.handango.com/PlatformSoftwareSection.jsp?siteId=159&amp;platformId=1&amp;special=&amp;bySection=1&amp;sectionId=231&amp;catalog=1&amp;title=Travel"" class=""ReadMore""><br>          	
 		<b><i><font color=""#336699"">More in Travel...</font></i></b></a></li>
 		</font>
       </ol>
 
       <p><font face=""Verdana, Arial, Helvetica, sans-serif"" size=""-1""><b>Productivity</b></font></p>
       <ol>
         <font face=""Verdana, Arial, Helvetica, sans-serif"" size=""-1""> 
         <li><font face=""Verdana, Arial, Helvetica, sans-serif"" size=""-1""><a href=""http://www.handango.com/PlatformProductDetail.jsp?platformId=1&amp;productType=2&amp;sectionId=0&amp;productId=43645&amp;catalog=1&amp;siteId=159"" class=""ReadMore""><font color=""#336699"">CutePack</font></a></font></li>
         <li><font face=""Verdana, Arial, Helvetica, sans-serif"" size=""-1""><a href=""http://www.handango.com/PlatformProductDetail.jsp?platformId=1&amp;productType=2&amp;sectionId=0&amp;productId=31485&amp;catalog=1&amp;siteId=159"" class=""ReadMore""><font color=""#336699"">1 Button Launcher Pro</font></a></font></li>
         <li><font face=""Verdana, Arial, Helvetica, sans-serif"" size=""-1""><a href=""http://www.handango.com/PlatformProductDetail.jsp?platformId=1&amp;productType=2&amp;sectionId=0&amp;productId=30551&amp;catalog=1&amp;siteId=159"" class=""ReadMore""><font color=""#336699"">QuickWrite 
           Professional</font></a></font> <a href=""http://www.handango.com/PlatformSoftwareSection.jsp?siteId=159&amp;platformId=1&amp;special=&amp;bySection=1&amp;sectionId=1260&amp;catalog=1&amp;title=Personal+Productivity"" class=""ReadMore""><br>
           <b><i><font color=""#336699"">More in Productivity...</font></i></b></a></li>
         </font> 
       </ol>
 
       <p><font face=""Verdana, Arial, Helvetica, sans-serif"" size=""-1""><b>Synchronization & Installation</b></font></p>
       <ol>
         <font face=""Verdana, Arial, Helvetica, sans-serif"" size=""-1""> 
         <li><font face=""Verdana, Arial, Helvetica, sans-serif"" size=""-1""><a href=""http://www.handango.com/PlatformProductDetail.jsp?platformId=1&amp;productType=2&amp;sectionId=0&amp;productId=43447&amp;catalog=1&amp;siteId=159"" class=""ReadMore""><font color=""#336699"">Installigent</font></a></font></li>
         <li><font face=""Verdana, Arial, Helvetica, sans-serif"" size=""-1""><a href=""http://www.handango.com/PlatformProductDetail.jsp?platformId=1&amp;productType=2&amp;sectionId=0&amp;productId=40495&amp;catalog=1&amp;siteId=159"" class=""ReadMore""><font color=""#336699"">OneMail</font></a></font> 
           <a href=""http://www.handango.com/PlatformSoftwareSection.jsp?siteId=159&amp;platformId=1&amp;bySection=1&amp;special=&amp;sectionId=132&amp;catalog=1&amp;title=Synchronization+&amp;+Installation"" class=""ReadMore""><br>
           <b><i><font color=""#336699"">More in Synchronization...</font></i></b></a> 
         </li>
         </font>
       </ol>
 
       </td>
     <td valign=""top"" height=""271""> 
       <table width=""100%"" border=""0"" cellspacing=""0"" cellpadding=""0"" height=""100%"">
         <tr> 
           <td background=""http://www.handango.com/imgs/TheChampion2002/GrayLineVertical.gif"" height=""284""> 
             <table width=""200"" border=""0"" cellspacing=""3"" cellpadding=""2"" align=""center"" background=""http://www.handango.com/imgs/Blank.gif"">
               <tr> 
                 <td background=""http://www.handango.com/imgs/Blank.gif"" class=""Text"" height=""277""> 
                   <p class=""TipNewsTitle"" align=""center""><font face=""Verdana, Arial, Helvetica, sans-serif"" size=""-1"" color=""#336699""><b>&quot;Keep 
                     Your Taps <br>
                     on Target"" <br>
                     </b></font></p>
                   <div align=""center""> 
                     <p align=""center""><font face=""Verdana, Arial, Helvetica, sans-serif"" size=""-1"">If 
                       your PDA screen taps sometimes don't seem to register correctly, 
                       use the built-in digitizer to easily re-adjust the settings.</font></p>
                     <font face=""Verdana, Arial, Helvetica, sans-serif"" size=""-1"">Go 
                     to the main Applications screen and tap on Preferences. Choose 
                     'Digitizer' from the upper-right pull-down menu. Follow the 
                     simple on-screen instructions to realign your stylus with 
                     the screen.</font><font face=""Verdana, Arial, Helvetica, sans-serif"" size=""-1""> 
                     </font><font size=""-2"" face=""Verdana, Arial, Helvetica, sans-serif""> 
                     </font></div>
                   </td>
               </tr>
             </table>
           </td>
         </tr>
         <tr> 
           <td height=""2""><img src=""http://www.handango.com/imgs/TheChampion2002/GrayLineBottom.gif"" width=""220"" height=""16""></td>
         </tr>
       </table>
     </td>
   </tr>
 </table>
 <table width=""640"" border=""0"" cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF"">
   <tr> 
     <td width=""10"" bgcolor=""#6699CC"" height=""9""><img src=""http://www.handango.com/imgs/Blank.gif"" width=""10"" height=""8""></td>
     <td colspan=""2"" height=""9""><a name=""4""></a><img src=""http://www.handango.com/imgs/TheChampion2002/ChampionsChoiceTitleBar2.gif"" width=""630"" height=""35""></td>
     <td rowspan=""2"" width=""11"" valign=""middle"">&nbsp; </td>
   </tr>
   <tr> 
     <td width=""10"" bgcolor=""#6699CC"" height=""251""><img src=""http://www.handango.com/imgs/Blank.gif"" width=""10"" height=""8""></td>
     <td width=""15"" height=""251""><img src=""http://www.handango.com/imgs/Blank.gif"" width=""10"" height=""8""></td>
     <td class=""Text"" height=""251"" valign=""top"" width=""604""> 
       <p><font face=""Verdana, Arial, Helvetica, sans-serif"" size=""-1""><b><a href=""http://www.chapura.com/handango"" class=""ReadMoreLarge""><br>
         </a></b></font><font face=""Verdana, Arial, Helvetica, sans-serif"" size=""-1""><b><a href=""http://www.handango.com/PlatformProductDetail.jsp?platformId=1&amp;productType=2&amp;sectionId=0&amp;productId=43612&amp;catalog=1&amp;siteId=159"" class=""ReadMoreLarge""><img width=""163"" height=""164"" border=""1"" hspace=""10"" vspace=""10"" bordercolor=""#336699"" src=""http://www.handango.com/imgs/TheChampion2002/mileage.gif"" align=""right""></a></b> 
         <b><a href=""http://www.handango.com/PlatformProductDetail.jsp?platformId=1&amp;productType=2&amp;sectionId=0&amp;productId=43612&amp;catalog=1&amp;siteId=159""><font color=""#336699"">Rand 
         McNally Mileage Calculator</font></a><br>
         </b></font><font face=""Verdana, Arial, Helvetica, sans-serif"" size=""-1"">Next 
         time you hit the road, know exactly how far you need to go. Together, 
         your Palm Powered PDA and the Rand McNally Mileage Calculator can deliver 
         half a million mileages between cities and attractions. </font></p>
       <p><font face=""Verdana, Arial, Helvetica, sans-serif"" size=""-1"">Select two 
         points and get mileages with no waiting! Includes more than 800 cities, 
         including major cities in Mexico and Canada, plus more than 200 cool things 
         to see. <b>Only $9.99!</b></font></p>
       <p><font face=""Verdana, Arial, Helvetica, sans-serif"" size=""-1""><a href=""http://www.handango.com/PlatformProductDetail.jsp?platformId=1&amp;productType=2&amp;sectionId=0&amp;productId=43612&amp;catalog=1&amp;siteId=159""><font color=""#CC0000"">Click 
         here to purchase or download a free trial.</font></a></font></p>
       <hr>
       <div align=""center""><font face=""Verdana, Arial, Helvetica, sans-serif"" size=""-2""><b>Quick 
